time,src_ip,sport,dst_ip,dport,proto,prediction,risk_level,risk_score,src_country,src_city,src_lat,src_lon,dst_country,dst_city,dst_lat,dst_lon
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,57328,TCP,TOR,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,172.67.73.182,443,192.168.0.102,52296,UDP,VPN,Low,0,,,,,,,,
00:07:34,192.168.0.102,57328,172.67.73.182,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,52296,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57801,34.8.7.18,443,UDP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57801,34.8.7.18,443,UDP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,34.8.7.18,443,192.168.0.102,57801,UDP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57801,34.8.7.18,443,UDP,TOR,Low,0,,,,,,,,
00:07:34,34.8.7.18,443,192.168.0.102,57330,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57330,34.8.7.18,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,34.8.7.18,443,192.168.0.102,57801,UDP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57801,34.8.7.18,443,UDP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57801,34.8.7.18,443,UDP,TOR,Low,0,,,,,,,,
00:07:34,34.8.7.18,443,192.168.0.102,57801,UDP,TOR,Low,0,,,,,,,,
00:07:34,104.18.36.252,443,192.168.0.102,56300,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.36.252,443,192.168.0.102,56300,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.36.252,443,192.168.0.102,56300,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,52435,192.168.0.1,53,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,55315,192.168.0.1,53,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.1,53,192.168.0.102,55315,UDP,VPN,Low,0,,,,,,,,
00:07:34,192.168.0.102,57331,172.64.155.209,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57331,172.64.155.209,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57331,172.64.155.209,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,172.64.155.209,443,192.168.0.102,57331,TCP,TOR,Low,0,,,,,,,,
00:07:34,172.64.155.209,443,192.168.0.102,57331,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57331,172.64.155.209,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,34.8.7.18,443,192.168.0.102,57330,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57331,172.64.155.209,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57330,34.8.7.18,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57331,172.64.155.209,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57331,172.64.155.209,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,34.8.7.18,443,192.168.0.102,57330,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57801,34.8.7.18,443,UDP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57331,172.64.155.209,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57801,34.8.7.18,443,UDP,TOR,Low,0,,,,,,,,
00:07:34,34.8.7.18,443,192.168.0.102,57801,UDP,TOR,Low,0,,,,,,,,
00:07:34,4.213.25.241,443,192.168.0.102,53948,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,57.144.169.33,80,192.168.0.102,55149,TCP,VPN,Low,0,,,,,,,,
00:07:34,192.168.0.102,55149,57.144.169.33,80,TCP,FREENET,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.1,53,192.168.0.102,57466,UDP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57338,20.44.229.112,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,20.44.229.112,443,192.168.0.102,57338,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57338,20.44.229.112,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57338,20.44.229.112,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57338,20.44.229.112,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,20.44.229.112,443,192.168.0.102,57338,TCP,TOR,Low,0,,,,,,,,
00:07:34,20.44.229.112,443,192.168.0.102,57338,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57338,20.44.229.112,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.1,53,192.168.0.102,56915,UDP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,53569,142.251.220.10,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,53569,142.251.220.10,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,53569,142.251.220.10,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,57346,142.251.220.10,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,142.251.220.10,443,192.168.0.102,53569,UDP,VPN,Low,0,,,,,,,,
00:07:34,192.168.0.102,57346,142.251.220.10,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,53569,142.251.220.10,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,53569,142.251.220.10,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,142.251.220.10,443,192.168.0.102,57346,TCP,TOR,Low,0,,,,,,,,
00:07:34,142.251.220.10,443,192.168.0.102,57346,TCP,TOR,Low,0,,,,,,,,
00:07:34,142.251.220.10,443,192.168.0.102,57346,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57346,142.251.220.10,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,142.251.220.10,443,192.168.0.102,53569,UDP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,53569,142.251.220.10,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,53569,142.251.220.10,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,142.251.220.10,443,192.168.0.102,53569,UDP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,53569,142.251.220.10,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,64.233.170.188,5228,192.168.0.102,53571,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,53569,142.251.220.10,443,UDP,FREENET,Low,0,,,,,,,,
00:07:34,192.168.0.102,57346,142.251.220.10,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,60805,192.168.0.1,53,UDP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.1,53,192.168.0.102,60805,UDP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.1,53,192.168.0.102,52686,UDP,VPN,Low,0,,,,,,,,
00:07:34,192.168.0.102,64093,142.250.207.142,443,UDP,ZERONET,Low,0,,,,,,,,
00:07:34,142.250.207.142,443,192.168.0.102,64093,UDP,TOR,Low,0,,,,,,,,
00:07:34,142.250.207.142,443,192.168.0.102,64093,UDP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,64093,142.250.207.142,443,UDP,ZERONET,Low,0,,,,,,,,
00:07:34,192.168.0.102,64093,142.250.207.142,443,UDP,ZERONET,Low,0,,,,,,,,
00:07:34,142.250.207.142,443,192.168.0.102,64093,UDP,TOR,Low,0,,,,,,,,
00:07:34,142.250.207.142,443,192.168.0.102,64093,UDP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,142.250.207.142,443,192.168.0.102,64093,UDP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,64093,142.250.207.142,443,UDP,ZERONET,Low,0,,,,,,,,
00:07:34,142.250.207.142,443,192.168.0.102,64093,UDP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,172.64.155.209,443,192.168.0.102,57331,TCP,TOR,Low,0,,,,,,,,
00:07:34,172.64.155.209,443,192.168.0.102,57331,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57331,172.64.155.209,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:34,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:35,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:35,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:35,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:35,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:35,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:35,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:35,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:35,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:35,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:35,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:35,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:35,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:35,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:35,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
00:07:35,192.168.0.102,57323,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:35,104.18.32.47,443,192.168.0.102,57323,TCP,TOR,Low,0,,,,,,,,
